Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
BTT,2021-05-02,0.007150025,0.0072457452,0.0074298343,0.0070225422
BTT,2021-05-03,0.0069783842,0.0072334989,0.0072963015,0.0068085427
BTT,2021-05-04,0.0069249592,0.0069888889,0.0071448691,0.0068500254
BTT,2021-05-05,0.0063734648,0.0069553036,0.006964438,0.0062179095
BTT,2021-05-06,0.007124581,0.0063571674,0.0074462735,0.0062559374
BTT,2021-05-07,0.0076727478,0.0072447025,0.0083646668,0.0069183394
BTT,2021-05-08,0.0074747448,0.0079051536,0.0092281315,0.007416646
BTT,2021-05-09,0.0075842829,0.0077429304,0.0082149668,0.0073180991
BTT,2021-05-10,0.0072403631,0.0074914151,0.0076827103,0.0068467427
BTT,2021-05-11,0.0064528677,0.0073680832,0.0074260764,0.0058518315
BTT,2021-05-12,0.0067256047,0.0064059245,0.0069378938,0.0062740818
BTT,2021-05-13,0.0062459473,0.0068665472,0.0069981995,0.0061231039
BTT,2021-05-14,0.0058783871,0.0056867015,0.0062055972,0.0052258398
BTT,2021-05-15,0.0061212618,0.0059695175,0.0062796769,0.0058426771
BTT,2021-05-16,0.0058191677,0.0061268888,0.0061626989,0.0056832245
BTT,2021-05-17,0.0056789228,0.0057455573,0.0062312254,0.005509089
BTT,2021-05-18,0.0052746446,0.0057801246,0.0057818626,0.005069687
BTT,2021-05-19,0.0054760812,0.0053716624,0.0056513445,0.0053083928
BTT,2021-05-20,0.0040758081,0.0054361769,0.0055047328,0.0027092659
BTT,2021-05-21,0.0042154481,0.0037058142,0.0046430648,0.0034215162
BTT,2021-05-22,0.003970578,0.004320275,0.0049036772,0.0035230523
BTT,2021-05-23,0.0037303525,0.0040376562,0.0040678835,0.0035439497
BTT,2021-05-24,0.0032195443,0.0037535184,0.003868263,0.0026792469
BTT,2021-05-25,0.0036641044,0.0032234646,0.003831342,0.0030015221
BTT,2021-05-26,0.0040217166,0.0038278991,0.0043595196,0.0037241161
BTT,2021-05-27,0.0043260596,0.0040451671,0.0046003272,0.0039275269
BTT,2021-05-28,0.0041798705,0.0044105304,0.0044515758,0.0040507828
BTT,2021-05-29,0.0036605758,0.0041942929,0.00424597,0.0036214986
BTT,2021-05-30,0.003519807,0.0037418546,0.0038863317,0.0033923085
BTT,2021-05-31,0.0036442089,0.0035374648,0.0037503046,0.003338548
BTT,2021-06-01,0.0037681768,0.0036469367,0.0037994758,0.0035012723
BTT,2021-06-02,0.0037203663,0.0038432567,0.0038899544,0.0036565527
BTT,2021-06-03,0.003806346,0.0037545871,0.0039441356,0.003695492
BTT,2021-06-04,0.0040908278,0.0038319495,0.0040968024,0.0037752218
BTT,2021-06-05,0.0043442159,0.0042683977,0.004582816,0.0037933273
BTT,2021-06-06,0.0039250566,0.0041966365,0.0043187816,0.00386996
BTT,2021-06-07,0.0039702051,0.0039973817,0.004052527,0.0039540501
BTT,2021-06-08,0.0037050943,0.0040273503,0.0040841366,0.0036229961
BTT,2021-06-09,0.0036987133,0.0036216171,0.0037938639,0.0033865493
BTT,2021-06-10,0.0037776825,0.0037036117,0.0038203566,0.0035095348
BTT,2021-06-11,0.0036194325,0.003809552,0.0038219721,0.0035552618
BTT,2021-06-12,0.003489393,0.0036056133,0.0036800123,0.0034522293
BTT,2021-06-13,0.0033713056,0.0034768446,0.0035555918,0.0032979912
BTT,2021-06-14,0.0035392878,0.0033667683,0.0035964905,0.0033246191
BTT,2021-06-15,0.0035089688,0.0035249924,0.0035777624,0.0034392787
BTT,2021-06-16,0.0034955383,0.0035390178,0.0035821489,0.0034433045
BTT,2021-06-17,0.0033466055,0.0034823695,0.0035004196,0.0033169742
BTT,2021-06-18,0.0033074706,0.0033333002,0.0034108613,0.0032521408
BTT,2021-06-19,0.0030739225,0.0033457956,0.0033462189,0.0029959691
BTT,2021-06-20,0.0030033168,0.0030939551,0.0031118118,0.0029748648
BTT,2021-06-21,0.0029142401,0.0029711474,0.0029780629,0.0026567455
BTT,2021-06-22,0.0021291693,0.0029148758,0.0029259257,0.0021232806
BTT,2021-06-23,0.002122331,0.0020594571,0.002327518,0.0017965003
BTT,2021-06-24,0.0023189202,0.0021494263,0.0024639532,0.0020168275
BTT,2021-06-25,0.0025769043,0.0023860749,0.0026520156,0.0023598804
BTT,2021-06-26,0.0023405139,0.0025918878,0.0026947623,0.0022792221
BTT,2021-06-27,0.0023463324,0.0023366255,0.0024215885,0.0022166708
BTT,2021-06-28,0.0024409057,0.0023908867,0.0024425048,0.0023302002
BTT,2021-06-29,0.0025753468,0.0024967554,0.0035602415,0.0024407175
BTT,2021-06-30,0.0027692463,0.0025821515,0.0028918325,0.0025696979
BTT,2021-07-01,0.0027401934,0.002784871,0.0028420319,0.0025471636
BTT,2021-07-02,0.0026528246,0.002785222,0.0027971612,0.0025883152
BTT,2021-07-03,0.0026282171,0.0026350621,0.0026716768,0.0025482849
BTT,2021-07-04,0.002663401,0.0026634694,0.0027188735,0.0026162185
BTT,2021-07-05,0.0027734469,0.0026930955,0.0027947625,0.0026402243
BTT,2021-07-06,0.0026640205,0.0027363641,0.0027511255,0.0026058788
BTT,2021-07-07,0.0026726627,0.0026406491,0.0027348412,0.0026359323
BTT,2021-07-08,0.0026698578,0.002675963,0.0027194462,0.0026527387
BTT,2021-07-09,0.0024601777,0.00265071,0.0026563276,0.0024478277
BTT,2021-07-10,0.0025558988,0.0024852976,0.0025616994,0.0023820315
BTT,2021-07-11,0.0025025088,0.0025456232,0.0025887198,0.0024640567
BTT,2021-07-12,0.0025243191,0.0025048066,0.0025432608,0.0024587835
BTT,2021-07-13,0.0024722357,0.0025251134,0.0025517076,0.0024289901
BTT,2021-07-14,0.0023885275,0.0024630178,0.0024729445,0.0023692398
BTT,2021-07-15,0.0023852409,0.0023894486,0.0024028724,0.0022620242
BTT,2021-07-16,0.0022979977,0.0023725802,0.0023985018,0.0022536067
BTT,2021-07-17,0.0021836902,0.0022863982,0.002331637,0.0021469029
BTT,2021-07-18,0.0022430135,0.0021614499,0.0022873567,0.0021282461
BTT,2021-07-19,0.0022094261,0.0022392325,0.0023042398,0.0021795782
BTT,2021-07-20,0.0021131906,0.002211282,0.0022200208,0.0020710127
BTT,2021-07-21,0.001963953,0.0020873178,0.00212303,0.0018887786
BTT,2021-07-22,0.0020903148,0.0019511739,0.0021481635,0.0019055647
BTT,2021-07-23,0.0021249606,0.0021226831,0.0021616135,0.0020577733
BTT,2021-07-24,0.0021753404,0.0021639657,0.0022122247,0.0020903356
BTT,2021-07-25,0.0022328815,0.0022071475,0.0023013843,0.0021814313
BTT,2021-07-26,0.0022589648,0.0022491975,0.00232063,0.0021919213
BTT,2021-07-27,0.0026496871,0.0022928611,0.0030099754,0.0022862397
BTT,2021-07-28,0.0027715293,0.0025826539,0.0029296864,0.0024356485
BTT,2021-07-29,0.0028060795,0.0027953317,0.0030357005,0.002736822
BTT,2021-07-30,0.0027805812,0.0028000165,0.0028636871,0.002739187
BTT,2021-07-31,0.0028214734,0.0028183925,0.0028549568,0.0026492982
BTT,2021-08-01,0.0028792416,0.0028710185,0.0028993666,0.0027849389
BTT,2021-08-02,0.0029167886,0.0028459311,0.0030685095,0.0028238987
