date;close;tradecount
18/04/2021 00:00;0.00906590;8230
17/04/2021 00:00;0.00911610;2730343
16/04/2021 00:00;0.00771310;1035804
15/04/2021 00:00;0.00822520;983862
14/04/2021 00:00;0.00763950;777107
13/04/2021 00:00;0.00813940;808906
12/04/2021 00:00;0.00796870;604688
11/04/2021 00:00;0.00844680;860721
10/04/2021 00:00;0.00857360;789214
09/04/2021 00:00;0.00910740;775567
08/04/2021 00:00;0.00965610;1335045
07/04/2021 00:00;0.00793110;1480876
06/04/2021 00:00;0.00973130;2111191
05/04/2021 00:00;0.01017430;2881340
04/04/2021 00:00;0.01028590;1897989
03/04/2021 00:00;0.00695320;1549577
02/04/2021 00:00;0.00691950;986585
01/04/2021 00:00;0.00529320;764140
31/03/2021 00:00;0.00506280;1301619
30/03/2021 00:00;0.00460000;939323
29/03/2021 00:00;0.00375880;459078
28/03/2021 00:00;0.00361000;419503
27/03/2021 00:00;0.00378550;812347
26/03/2021 00:00;0.00355720;430200
25/03/2021 00:00;0.00314870;322746
24/03/2021 00:00;0.00316330;544293
23/03/2021 00:00;0.00306560;397965
22/03/2021 00:00;0.00325460;554050
21/03/2021 00:00;0.00363010;805159
20/03/2021 00:00;0.00289700;1327152
19/03/2021 00:00;0.00235330;652273
18/03/2021 00:00;0.00163760;154257
17/03/2021 00:00;0.00165320;174443
16/03/2021 00:00;0.00161990;141805
15/03/2021 00:00;0.00162360;215547
14/03/2021 00:00;0.00168180;356227
13/03/2021 00:00;0.00169280;455021
12/03/2021 00:00;0.00131400;100507
11/03/2021 00:00;0.00138780;98315
10/03/2021 00:00;0.00142480;203449
09/03/2021 00:00;0.00133930;128144
08/03/2021 00:00;0.00128810;114214
07/03/2021 00:00;0.00125230;57636
06/03/2021 00:00;0.00123040;62982
05/03/2021 00:00;0.00123210;98926
04/03/2021 00:00;0.00119990;81377
03/03/2021 00:00;0.00123220;85137
02/03/2021 00:00;0.00121080;70248
01/03/2021 00:00;0.00124910;106583
28/02/2021 00:00;0.00114220;98392
27/02/2021 00:00;0.00126050;87405
26/02/2021 00:00;0.00127160;96645
25/02/2021 00:00;0.00132100;103342
24/02/2021 00:00;0.00142890;159598
23/02/2021 00:00;0.00136700;241142
22/02/2021 00:00;0.00168660;379459
21/02/2021 00:00;0.00173780;357532
20/02/2021 00:00;0.00148910;312379
19/02/2021 00:00;0.00142700;230538
18/02/2021 00:00;0.00125960;106567
17/02/2021 00:00;0.00121190;137726
16/02/2021 00:00;0.00117990;109529
15/02/2021 00:00;0.00111010;129513
14/02/2021 00:00;0.00113890;101412
13/02/2021 00:00;0.00124300;129938
12/02/2021 00:00;0.00126100;214338
11/02/2021 00:00;0.00119770;181387
10/02/2021 00:00;0.00112090;286463
09/02/2021 00:00;0.00121380;1062893
08/02/2021 00:00;0.00107100;621914
07/02/2021 00:00;0.00049880;79531
06/02/2021 00:00;0.00046340;42207
05/02/2021 00:00;0.00047750;44844
04/02/2021 00:00;0.00043420;44145
03/02/2021 00:00;0.00045710;103284
02/02/2021 00:00;0.00043130;52047
01/02/2021 00:00;0.00038190;35755
31/01/2021 00:00;0.00038180;45157
30/01/2021 00:00;0.00038210;45802
29/01/2021 00:00;0.00039080;88000
28/01/2021 00:00;0.00037020;27685
27/01/2021 00:00;0.00033760;22895
26/01/2021 00:00;0.00036270;18448
25/01/2021 00:00;0.00036360;31804
24/01/2021 00:00;0.00037740;39908
23/01/2021 00:00;0.00035500;23523
22/01/2021 00:00;0.00034350;22916
21/01/2021 00:00;0.00033320;21824
20/01/2021 00:00;0.00036390;27162
19/01/2021 00:00;0.00037220;38514
18/01/2021 00:00;0.00036950;25185
17/01/2021 00:00;0.00035800;27023
16/01/2021 00:00;0.00036480;28002
15/01/2021 00:00;0.00035120;27324
14/01/2021 00:00;0.00036450;27511
13/01/2021 00:00;0.00036470;20660
12/01/2021 00:00;0.00035270;20031
11/01/2021 00:00;0.00034970;25602
10/01/2021 00:00;0.00042890;41729
09/01/2021 00:00;0.00040950;105684
08/01/2021 00:00;0.00033170;23709
07/01/2021 00:00;0.00033260;29795
06/01/2021 00:00;0.00032420;25282
05/01/2021 00:00;0.00031040;22221
04/01/2021 00:00;0.00031390;26422
03/01/2021 00:00;0.00031280;35985
02/01/2021 00:00;0.00033730;37086
01/01/2021 00:00;0.00029300;11344
31/12/2020 00:00;0.00028800;11601
30/12/2020 00:00;0.00029350;13967
29/12/2020 00:00;0.00029120;17530
28/12/2020 00:00;0.00030030;19224
27/12/2020 00:00;0.00029800;20307
26/12/2020 00:00;0.00029970;14926
25/12/2020 00:00;0.00030730;16573
24/12/2020 00:00;0.00030060;16935
23/12/2020 00:00;0.00027630;19880
22/12/2020 00:00;0.00031930;14534
21/12/2020 00:00;0.00032010;12494
20/12/2020 00:00;0.00033660;14327
19/12/2020 00:00;0.00033980;11154
18/12/2020 00:00;0.00033200;12806
17/12/2020 00:00;0.00032740;16940
16/12/2020 00:00;0.00034040;13224
15/12/2020 00:00;0.00032380;9768
14/12/2020 00:00;0.00033410;14533
13/12/2020 00:00;0.00032000;9564
12/12/2020 00:00;0.00031600;10099
11/12/2020 00:00;0.00030550;11509
10/12/2020 00:00;0.00031310;9911
09/12/2020 00:00;0.00032590;13414
08/12/2020 00:00;0.00032120;11731
07/12/2020 00:00;0.00033230;9545
06/12/2020 00:00;0.00034500;15185
05/12/2020 00:00;0.00034340;16795
04/12/2020 00:00;0.00032400;19050
03/12/2020 00:00;0.00034400;13513
02/12/2020 00:00;0.00034540;15347
01/12/2020 00:00;0.00034150;45837
30/11/2020 00:00;0.00037940;47777
29/11/2020 00:00;0.00031870;12492
28/11/2020 00:00;0.00031840;14960
27/11/2020 00:00;0.00031160;16769
26/11/2020 00:00;0.00031040;27504
25/11/2020 00:00;0.00034080;29088
24/11/2020 00:00;0.00035810;33676
23/11/2020 00:00;0.00032810;16651
22/11/2020 00:00;0.00031180;16723
21/11/2020 00:00;0.00032760;16207
20/11/2020 00:00;0.00029860;7444
19/11/2020 00:00;0.00029400;7333
18/11/2020 00:00;0.00030000;9928
17/11/2020 00:00;0.00029960;8566
16/11/2020 00:00;0.00029300;6221
15/11/2020 00:00;0.00029030;8010
